weightid,signature,structure,concepts,language,time,user_id,vote_id,code
11,2.5,3.0,1.0,2.5,2017-05-06 05:05:47.985710,3,,"public static int Taxreturn(Person P){
  /*Write a java method that takes a person and returns their tax as below:
1. For employees, if salary < $10,000, 2% of salary, else 5%
2. For business owners, 10% of their profit
3. 0 for veterans
  */ 
  if(p.getSalary()){
    
  }
  
}"
12,2.5,3.0,1.0,2.5,2017-05-06 05:06:20.200205,3,9,"{""qId"":2,""reco"":{""rank"":3,""source"":1,""text"":""/**\n      Finds a value in an array, using the linear search \n      algorithm.\n      @param a the array to search\n      @param value the value to find\n      @return the index at which the value occurs, or -1\n      if it does not occur in the array\n   */\npublic static int search(int[] a, int value) {\n    for (int i = 0; i < a.length; i++) {\n        if (a[i] == value) {\n            return i;\n        }\n    }\n    return -1;\n}\n"",""rating"":3},""code"":""public static int Taxreturn(Person P){\n  /*Write a java method that takes a person and returns their tax as below:\n1. For employees, if salary < $10,000, 2% of salary, else 5%\n2. For business owners, 10% of their profit\n3. 0 for veterans\n  */ \n  if(p.getSalary()){\n    return p.getSalary();\n  }\n  \n}""}"
13,2.5,3.0,1.0,2.5,2017-05-06 05:06:21.511829,3,10,"{""qId"":2,""reco"":{""rank"":4,""source"":0,""text"":""/**\n      Constructs a manager with a given name, annual salary and weekly bonus.\n      @param name the name of this employee\n      @param salary the annual salary\n      @param bonus the weekly bonus\n    */\npublic Manager(String name, double salary, double bonus) {\n    super(name, salary);\n    weeklyBonus = bonus;\n}\n"",""rating"":3},""code"":""public static int Taxreturn(Person P){\n  /*Write a java method that takes a person and returns their tax as below:\n1. For employees, if salary < $10,000, 2% of salary, else 5%\n2. For business owners, 10% of their profit\n3. 0 for veterans\n  */ \n  if(p.getSalary()){\n    return p.getSalary();\n  }\n  \n}""}"
14,2.5,3.0,1.0,2.5,2017-05-06 05:06:23.270248,3,11,"{""qId"":2,""reco"":{""rank"":2,""source"":1,""text"":""/**\n    * Return the index of the first item in list for which the predicate is true, if any.\n    * If there is no such item, return -1.\n    */\npublic static <T> int find(ArrayList<T> list, Predicate<T> pred) {\n    // \n    for (int i = 0; i < list.size(); i++) {\n        T item = list.get(i);\n        if (pred.test(item))\n            return i;\n    }\n    return -1;\n}\n"",""rating"":2},""code"":""public static int Taxreturn(Person P){\n  /*Write a java method that takes a person and returns their tax as below:\n1. For employees, if salary < $10,000, 2% of salary, else 5%\n2. For business owners, 10% of their profit\n3. 0 for veterans\n  */ \n  if(p.getSalary()){\n    return p.getSalary();\n  }\n  \n}""}"
15,2.5,3.0,1.0,2.5,2017-05-06 05:06:24.745644,3,12,"{""qId"":2,""reco"":{""rank"":1,""source"":1,""text"":""/**\n      Finds a value in a range of a sorted array, using the binary\n      search algorithm.\n      @param a the array in which to search\n      @param low the low index of the range\n      @param high the high index of the range\n      @param value the value to find\n      @return the index at which the value occurs, or -1\n      if it does not occur in the array\n   */\npublic static int search(int[] a, int low, int high, int value) {\n    if (low <= high) {\n        int mid = (low + high) / 2;\n        if (a[mid] == value) {\n            return mid;\n        } else if (a[mid] < value) {\n            return search(a, mid + 1, high, value);\n        } else {\n            return search(a, low, mid - 1, value);\n        }\n    } else {\n        return -1;\n    }\n}\n"",""rating"":2},""code"":""public static int Taxreturn(Person P){\n  /*Write a java method that takes a person and returns their tax as below:\n1. For employees, if salary < $10,000, 2% of salary, else 5%\n2. For business owners, 10% of their profit\n3. 0 for veterans\n  */ \n  if(p.getSalary()){\n    return p.getSalary();\n  }\n  \n}""}"
16,2.5,3.0,1.0,2.5,2017-05-06 05:06:28.708002,3,13,"{""qId"":2,""reco"":{""rank"":4,""source"":1,""text"":""/**\n     * Like getRed, but returns the green component of the color.\n     */\npublic static int getGreen(int row, int col) {\n    if (canvas == null)\n        return 0;\n    if (row < 0 || row >= mosaicRows || col < 0 || col >= mosaicCols) {\n        throw new IllegalArgumentException(\""(row,col) = (\"" + row + \"",\"" + col + \"") is not in the mosaic.\"");\n    }\n    return canvas.getGreen(row, col);\n}\n"",""rating"":2},""code"":""public static int Taxreturn(Person P){\n  /*Write a java method that takes a person and returns their tax as below:\n1. For employees, if salary < $10,000, 2% of salary, else 5%\n2. For business owners, 10% of their profit\n3. 0 for veterans\n  */ \n  if(p.getSalary()){\n    return p.getSalary();\n  }\n  \n}""}"
17,2.5,3.0,1.0,2.5,2017-05-06 05:06:30.181378,3,14,"{""qId"":2,""reco"":{""rank"":2,""source"":0,""text"":""/**\n      Constructs a salaried employee with a given name and annual salary.\n      @param name the name of this employee\n      @param salary the annual salary\n    */\npublic SalariedEmployee(String name, double salary) {\n    setName(name);\n    annualSalary = salary;\n}\n"",""rating"":3},""code"":""public static int Taxreturn(Person P){\n  /*Write a java method that takes a person and returns their tax as below:\n1. For employees, if salary < $10,000, 2% of salary, else 5%\n2. For business owners, 10% of their profit\n3. 0 for veterans\n  */ \n  if(p.getSalary()){\n    return p.getSalary();\n  }\n  \n}""}"
18,2.5,3.0,1.0,2.5,2017-05-06 05:06:31.634161,3,15,"{""qId"":2,""reco"":{""rank"":5,""source"":1,""text"":""/**\n     * Like getRed, but returns the blue component of the color.\n     */\npublic static int getBlue(int row, int col) {\n    if (canvas == null)\n        return 0;\n    if (row < 0 || row >= mosaicRows || col < 0 || col >= mosaicCols) {\n        throw new IllegalArgumentException(\""(row,col) = (\"" + row + \"",\"" + col + \"") is not in the mosaic.\"");\n    }\n    return canvas.getBlue(row, col);\n}\n"",""rating"":2},""code"":""public static int Taxreturn(Person P){\n  /*Write a java method that takes a person and returns their tax as below:\n1. For employees, if salary < $10,000, 2% of salary, else 5%\n2. For business owners, 10% of their profit\n3. 0 for veterans\n  */ \n  if(p.getSalary()){\n    return p.getSalary();\n  }\n  \n}""}"
19,2.5,3.0,1.0,2.5,2017-05-06 05:06:33.469180,3,16,"{""qId"":2,""reco"":{""rank"":1,""source"":0,""text"":""/**\n      Gets the name of this employee.\n      @return the name \n   */\npublic String getName() {\n    return name;\n}\n"",""rating"":2},""code"":""public static int Taxreturn(Person P){\n  /*Write a java method that takes a person and returns their tax as below:\n1. For employees, if salary < $10,000, 2% of salary, else 5%\n2. For business owners, 10% of their profit\n3. 0 for veterans\n  */ \n  if(p.getSalary()){\n    return p.getSalary();\n  }\n  \n}""}"
20,1.0,1.0,1.0,1.0,2017-05-06 05:09:28.414213,3,17,"{""qId"":1,""reco"":{""rank"":4,""source"":1,""text"":""/**\n      Returns the most frequently occurring value in an array.\n      @param a an array\n      @return the most frequently occurring value in a\n   */\npublic static int mostFrequent2(int[] a) {\n    // O(n log(n))\n    Arrays.sort(a);\n    int[] counts = new int[a.length];\n    int count = 0;\n    for (// O(n)\n    int i = 0; // O(n)\n    i < a.length; // O(n)\n    i++) {\n        count++;\n        if (i == a.length - 1 || a[i] != a[i + 1]) {\n            counts[i] = count;\n            count = 0;\n        }\n    }\n    // O(n)\n    int highestFrequency = max(counts);\n    // O(n)\n    int highestFrequencyIndex = search(counts, highestFrequency);\n    return a[highestFrequencyIndex];\n}\n"",""rating"":4},""code"":""public static KillArray(int[] IntAr){\n  int a;\n  for (i=0; i<IntAr.length; i++){\n    \n  }\n  return a;\n}""}"
21,1.0,1.0,1.0,1.0,2017-05-06 05:09:30.696950,3,18,"{""qId"":1,""reco"":{""rank"":3,""source"":1,""text"":""/**\n      Sorts an array, using selection sort.\n      @param a the array to sort\n   */\npublic static void sort(int[] a) {\n    for (int i = 0; i < a.length - 1; i++) {\n        int minPos = minimumPosition(a, i);\n        ArrayUtil.swap(a, minPos, i);\n    }\n}\n"",""rating"":4},""code"":""public static KillArray(int[] IntAr){\n  int a;\n  for (i=0; i<IntAr.length; i++){\n    \n  }\n  return a;\n}""}"
22,1.0,1.0,1.0,1.0,2017-05-06 05:09:32.064215,3,19,"{""qId"":1,""reco"":{""rank"":2,""source"":1,""text"":""// pre: list != null, list.length > 0\n// post: return index of minimum element of array\npublic static int findMin(int[] list) {\n    assert list != null && list.length > 0 : \""failed precondition\"";\n    int indexOfMin = 0;\n    for (int i = 1; i < list.length; i++) {\n        if (list[i] < list[indexOfMin]) {\n            indexOfMin = i;\n        }\n    }\n    return indexOfMin;\n}\n"",""rating"":5},""code"":""public static KillArray(int[] IntAr){\n  int a;\n  for (i=0; i<IntAr.length; i++){\n    \n  }\n  return a;\n}""}"
23,1.0,1.0,1.0,1.0,2017-05-06 05:09:32.973728,3,20,"{""qId"":1,""reco"":{""rank"":4,""source"":0,""text"":""public String toString() {\n    return Arrays.toString(queens);\n}\n"",""rating"":2},""code"":""public static KillArray(int[] IntAr){\n  int a;\n  for (i=0; i<IntAr.length; i++){\n    \n  }\n  return a;\n}""}"
24,1.0,1.0,1.0,1.0,2017-05-06 05:09:37.397494,3,21,"{""qId"":1,""reco"":{""rank"":5,""source"":0,""text"":""public String checkYourself(String stringGuess) {\n    int guess = Integer.parseInt(stringGuess);\n    String result = \""miss\"";\n    for (int cell : locationCells) {\n        if (guess == cell) {\n            result = \""hit\"";\n            numOfHits++;\n            break;\n        }\n    }\n    if (numOfHits == locationCells.length) {\n        result = \""kill\"";\n    }\n    System.out.println(result);\n    return result;\n}\n"",""rating"":2},""code"":""public static KillArray(int[] IntAr){\n  int a;\n  for (i=0; i<IntAr.length; i++){\n    \n  }\n  return a;\n}""}"
25,1.0,1.0,1.0,1.0,2017-05-06 05:09:38.398477,3,22,"{""qId"":1,""reco"":{""rank"":3,""source"":0,""text"":""public void run() {\n    Random myNextKill = new Random(System.currentTimeMillis() % 100);\n    for (int i = 0; i < 100; i++) {\n        int index = myNextKill.nextInt(StocksOrderProcessor.MAX_NUMBER_OF_ORDERS);\n        boolean cancel = ordersToProcess.get(index).cancel(true);\n        if (cancel) {\n            System.out.println(\""Cancel Order Succeeded: \"" + index);\n        } else {\n            System.out.println(\""Cancel Order Failed: \"" + index);\n        }\n        try {\n            Thread.sleep(myNextKill.nextInt(100));\n        } catch (InterruptedException ex) {\n            ex.printStackTrace();\n        }\n    }\n}\n"",""rating"":2},""code"":""public static KillArray(int[] IntAr){\n  int a;\n  for (i=0; i<IntAr.length; i++){\n    \n  }\n  return a;\n}""}"
26,1.0,1.0,1.0,1.0,2017-05-06 05:09:40.140279,3,23,"{""qId"":1,""reco"":{""rank"":5,""source"":1,""text"":""/**\n      Sorts an array, using selection sort.\n      @param a the array to sort\n   */\npublic static void sort(int[] a) {\n    int n = a.length - 1;\n    for (int i = (n - 1) / 2; i >= 0; i--) {\n        fixHeap(a, i, n);\n    }\n    while (n > 0) {\n        ArrayUtil.swap(a, 0, n);\n        n--;\n        fixHeap(a, 0, n);\n    }\n}\n"",""rating"":4},""code"":""public static KillArray(int[] IntAr){\n  int a;\n  for (i=0; i<IntAr.length; i++){\n    \n  }\n  return a;\n}""}"
27,1.0,1.0,1.0,1.0,2017-05-06 05:09:41.684005,3,24,"{""qId"":1,""reco"":{""rank"":1,""source"":1,""text"":""/**\n      Computes the largest value of an array.\n      @param a the array\n      @return the largest value in a\n   */\npublic static int max(int[] values) {\n    int largest = values[0];\n    for (int i = 1; i < values.length; i++) {\n        if (values[i] > largest) {\n            largest = values[i];\n        }\n    }\n    return largest;\n}\n"",""rating"":4},""code"":""public static KillArray(int[] IntAr){\n  int a;\n  for (i=0; i<IntAr.length; i++){\n    \n  }\n  return a;\n}""}"
28,1.0,1.0,1.0,1.0,2017-05-06 05:09:42.945723,3,25,"{""qId"":1,""reco"":{""rank"":2,""source"":0,""text"":""public String checkYourself(String userInput) {\n    String result = \""miss\"";\n    int index = locationCells.indexOf(userInput);\n    if (index >= 0) {\n        locationCells.remove(index);\n        if (locationCells.isEmpty()) {\n            result = \""kill\"";\n        } else {\n            result = \""hit\"";\n        }\n    }\n    return result;\n}\n"",""rating"":2},""code"":""public static KillArray(int[] IntAr){\n  int a;\n  for (i=0; i<IntAr.length; i++){\n    \n  }\n  return a;\n}""}"
29,1.0,1.0,1.0,1.0,2017-05-06 05:09:44.439464,3,26,"{""qId"":1,""reco"":{""rank"":1,""source"":0,""text"":""private void maybeKillParent() {\n    if (parent == null)\n        return;\n    if (parent instanceof Frame) {\n        ((Frame) parent).setVisible(true);\n        ((Frame) parent).dispose();\n    }\n    if (parent instanceof JInternalFrame) {\n        ((JInternalFrame) parent).setVisible(true);\n        ((JInternalFrame) parent).dispose();\n    }\n}\n"",""rating"":2},""code"":""public static KillArray(int[] IntAr){\n  int a;\n  for (i=0; i<IntAr.length; i++){\n    \n  }\n  return a;\n}""}"
30,1.0,3.0,1.0,1.0,2017-05-06 05:09:46.861743,3,,"public static KillArray(int[] IntAr){
  int a;
  for (i=0; i<IntAr.length; i++){
    
  }
  return a;
}"
31,1.0,3.0,3.0,1.0,2017-05-06 05:09:47.846613,3,,"public static KillArray(int[] IntAr){
  int a;
  for (i=0; i<IntAr.length; i++){
    
  }
  return a;
}"
32,1.0,3.0,3.0,1.0,2017-05-06 05:09:51.031653,3,27,"{""qId"":1,""reco"":{""rank"":3,""source"":1,""text"":""/**\n      Sorts an array, using selection sort.\n      @param a the array to sort\n   */\npublic static void sort(int[] a) {\n    for (int i = 0; i < a.length - 1; i++) {\n        int minPos = minimumPosition(a, i);\n        ArrayUtil.swap(a, minPos, i);\n    }\n}\n"",""rating"":4},""code"":""public static KillArray(int[] IntAr){\n  int a;\n  for (i=0; i<IntAr.length; i++){\n    \n  }\n  return a;\n}""}"
33,1.0,3.0,3.0,1.0,2017-05-06 05:09:53.480950,3,28,"{""qId"":1,""reco"":{""rank"":2,""source"":1,""text"":""// pre: list != null, list.length > 0\n// post: return index of minimum element of array\npublic static int findMin(int[] list) {\n    assert list != null && list.length > 0 : \""failed precondition\"";\n    int indexOfMin = 0;\n    for (int i = 1; i < list.length; i++) {\n        if (list[i] < list[indexOfMin]) {\n            indexOfMin = i;\n        }\n    }\n    return indexOfMin;\n}\n"",""rating"":2},""code"":""public static KillArray(int[] IntAr){\n  int a;\n  for (i=0; i<IntAr.length; i++){\n    \n  }\n  return a;\n}""}"
34,1.0,3.0,3.0,1.0,2017-05-06 05:09:54.424145,3,29,"{""qId"":1,""reco"":{""rank"":3,""source"":1,""text"":""/**\n      Sorts an array, using selection sort.\n      @param a the array to sort\n   */\npublic static void sort(int[] a) {\n    for (int i = 0; i < a.length - 1; i++) {\n        int minPos = minimumPosition(a, i);\n        ArrayUtil.swap(a, minPos, i);\n    }\n}\n"",""rating"":1},""code"":""public static KillArray(int[] IntAr){\n  int a;\n  for (i=0; i<IntAr.length; i++){\n    \n  }\n  return a;\n}""}"
35,1.0,3.0,3.0,1.0,2017-05-06 05:09:56.574964,3,30,"{""qId"":1,""reco"":{""rank"":4,""source"":1,""text"":""// pre: list != null\n// post: adds one to every element of list\npublic static void addOne(int[] list) {\n    for (int i = 0; i < list.length; i++) {\n        list[i]++;\n    }\n}\n"",""rating"":2},""code"":""public static KillArray(int[] IntAr){\n  int a;\n  for (i=0; i<IntAr.length; i++){\n    \n  }\n  return a;\n}""}"
36,1.0,3.0,3.0,1.0,2017-05-06 05:09:57.862887,3,31,"{""qId"":1,""reco"":{""rank"":2,""source"":0,""text"":""public String checkYourself(String userInput) {\n    String result = \""miss\"";\n    int index = locationCells.indexOf(userInput);\n    if (index >= 0) {\n        locationCells.remove(index);\n        if (locationCells.isEmpty()) {\n            result = \""kill\"";\n        } else {\n            result = \""hit\"";\n        }\n    }\n    return result;\n}\n"",""rating"":2},""code"":""public static KillArray(int[] IntAr){\n  int a;\n  for (i=0; i<IntAr.length; i++){\n    \n  }\n  return a;\n}""}"
37,3.0,1.0,1.0,1.0,2017-05-06 07:00:24.644558,5,,"public double tax(Person person) {
  double salary = person.getSalary();
  double profit = person.getProfit();
  if (person.veteran_id == null) {
    return 0.0
  } else if {
    
  }
  
}"
38,1.0,1.0,1.0,1.0,2017-05-06 07:00:26.874434,5,,"public double tax(Person person) {
  double salary = person.getSalary();
  double profit = person.getProfit();
  if (person.veteran_id == null) {
    return 0.0
  } else if {
    
  }
  
}"
39,1.0,1.0,1.0,1.0,2017-05-06 07:08:06.282000,5,32,"{""qId"":2,""reco"":{""rank"":5,""source"":1,""text"":""public double weeklyPay(int hoursWorked) {\n    double pay = hoursWorked * hourlyWage;\n    if (hoursWorked > 40) {\n        // Add overtime\n        pay = pay + ((hoursWorked - 40) * 0.5) * hourlyWage;\n    }\n    return pay;\n}\n"",""rating"":3},""code"":""private double tax (Employee employee) {\n    double salary = employee.getSalary();\n    if (salary < 10000) {\n        return salary * .02;\n    } else {\n        return salary * .05;\n    }\n}\n\nprivate double tax(BusinessOwner businessOwner) {\n    double profit = businessOwner.getProfit();\n    return profit * .10;\n}\n\nprivate double tax(Veteran veteran) {\n    return 0;\n}""}"
40,1.0,1.0,1.0,1.0,2017-05-06 07:08:15.040513,5,33,"{""qId"":2,""reco"":{""rank"":1,""source"":1,""text"":""/**\n      Computes the total amount due.\n      @return the amount due\n   */\nprivate double getAmountDue() {\n    double amountDue = 0;\n    for (LineItem item : items) {\n        amountDue = amountDue + item.getTotalPrice();\n    }\n    return amountDue;\n}\n"",""rating"":2},""code"":""private double tax (Employee employee) {\n    double salary = employee.getSalary();\n    if (salary < 10000) {\n        return salary * .02;\n    } else {\n        return salary * .05;\n    }\n}\n\nprivate double tax(BusinessOwner businessOwner) {\n    double profit = businessOwner.getProfit();\n    return profit * .10;\n}\n\nprivate double tax(Veteran veteran) {\n    return 0;\n}""}"
41,1.0,1.0,1.0,1.0,2017-05-06 07:08:32.841386,5,34,"{""qId"":2,""reco"":{""rank"":4,""source"":0,""text"":""/**\n      Constructs a manager with a given name, annual salary and weekly bonus.\n      @param name the name of this employee\n      @param salary the annual salary\n      @param bonus the weekly bonus\n    */\npublic Manager(String name, double salary, double bonus) {\n    super(name, salary);\n    weeklyBonus = bonus;\n}\n"",""rating"":1},""code"":""private double tax (Employee employee) {\n    double salary = employee.getSalary();\n    if (salary < 10000) {\n        return salary * .02;\n    } else {\n        return salary * .05;\n    }\n}\n\nprivate double tax(BusinessOwner businessOwner) {\n    double profit = businessOwner.getProfit();\n    return profit * .10;\n}\n\nprivate double tax(Veteran veteran) {\n    return 0;\n}""}"
42,1.0,1.0,1.0,1.0,2017-05-06 07:17:10.236802,5,35,"{""qId"":2,""reco"":{""rank"":2,""source"":0,""text"":""@WorkInProgress\n@Task(description = \""Implement tax computations\"", estimatedHours = 50, additionalNote = \""This implementation is critical for the final launch\"")\npublic static float ComputeTax(float amount, float rate) {\n    return 0;\n}\n"",""rating"":1},""code"":""private double tax (Person person) {\n    if (person instanceof Employee) {\n        double salary = ((Employee) person).getSalary();\n        if (salary > 10000) {\n            return salary * 0.02;\n        } else {\n            return salary * 0.05;\n        }\n    } else if (person instanceof BusinessOwner) {\n        double profit = ((BusinessOwner) person).getProfit();\n        return profit * 0.1;\n    } else {\n        return 0;\n    }\n}""}"
43,1.0,1.0,1.0,1.0,2017-05-06 07:17:17.348801,5,36,"{""qId"":2,""reco"":{""rank"":5,""source"":1,""text"":""public double weeklyPay(int hoursWorked) {\n    final int WEEKS_PER_YEAR = 52;\n    return annualSalary / WEEKS_PER_YEAR;\n}\n"",""rating"":1},""code"":""private double tax (Person person) {\n    if (person instanceof Employee) {\n        double salary = ((Employee) person).getSalary();\n        if (salary > 10000) {\n            return salary * 0.02;\n        } else {\n            return salary * 0.05;\n        }\n    } else if (person instanceof BusinessOwner) {\n        double profit = ((BusinessOwner) person).getProfit();\n        return profit * 0.1;\n    } else {\n        return 0;\n    }\n}""}"
44,1.0,1.0,1.0,1.0,2017-05-06 07:22:17.707129,5,37,"{""qId"":2,""reco"":{""rank"":1,""source"":1,""text"":""public double getTax() {\n    double tax1 = 0;\n    double tax2 = 0;\n    if (status == SINGLE) {\n        if (income <= RATE1_SINGLE_LIMIT) {\n            tax1 = RATE1 * income;\n        } else {\n            tax1 = RATE1 * RATE1_SINGLE_LIMIT;\n            tax2 = RATE2 * (income - RATE1_SINGLE_LIMIT);\n        }\n    } else {\n        if (income <= RATE1_MARRIED_LIMIT) {\n            tax1 = RATE1 * income;\n        } else {\n            tax1 = RATE1 * RATE1_MARRIED_LIMIT;\n            tax2 = RATE2 * (income - RATE1_MARRIED_LIMIT);\n        }\n    }\n    return tax1 + tax2;\n}\n"",""rating"":3},""code"":""public double tax(Person person) {\n        if (person instanceof Employee) {\n            double salary = ((Employee) person).getSalary();\n            if (salary > 10000) {\n                return salary * 0.02;\n            } else {\n                return salary * 0.05;\n            }\n        } else if (person instanceof BusinessOwner) {\n            double profit = ((BusinessOwner) person).getProfit();\n            return profit * 0.1;\n        } else {\n          return 0;\n        }    \n    }""}"
45,1.0,1.0,1.0,1.0,2017-05-06 07:22:29.823874,5,38,"{""qId"":2,""reco"":{""rank"":2,""source"":1,""text"":""public double weeklyPay(int hoursWorked) {\n    final int WEEKS_PER_YEAR = 52;\n    return annualSalary / WEEKS_PER_YEAR;\n}\n"",""rating"":1},""code"":""public double tax(Person person) {\n        if (person instanceof Employee) {\n            double salary = ((Employee) person).getSalary();\n            if (salary > 10000) {\n                return salary * 0.02;\n            } else {\n                return salary * 0.05;\n            }\n        } else if (person instanceof BusinessOwner) {\n            double profit = ((BusinessOwner) person).getProfit();\n            return profit * 0.1;\n        } else {\n          return 0;\n        }    \n    }""}"
46,1.0,1.0,1.0,1.0,2017-05-06 07:22:32.664343,5,39,"{""qId"":2,""reco"":{""rank"":4,""source"":1,""text"":""public double weeklyPay(int hoursWorked) {\n    double pay = hoursWorked * hourlyWage;\n    if (hoursWorked > 40) {\n        // Add overtime\n        pay = pay + ((hoursWorked - 40) * 0.5) * hourlyWage;\n    }\n    return pay;\n}\n"",""rating"":2},""code"":""public double tax(Person person) {\n        if (person instanceof Employee) {\n            double salary = ((Employee) person).getSalary();\n            if (salary > 10000) {\n                return salary * 0.02;\n            } else {\n                return salary * 0.05;\n            }\n        } else if (person instanceof BusinessOwner) {\n            double profit = ((BusinessOwner) person).getProfit();\n            return profit * 0.1;\n        } else {\n          return 0;\n        }    \n    }""}"
47,1.0,1.0,1.0,1.0,2017-05-06 07:22:36.531930,5,40,"{""qId"":2,""reco"":{""rank"":4,""source"":0,""text"":""public Product(float price) {\n    this.price = price;\n    tax = (float) (price * 0.20);\n}\n"",""rating"":3},""code"":""public double tax(Person person) {\n        if (person instanceof Employee) {\n            double salary = ((Employee) person).getSalary();\n            if (salary > 10000) {\n                return salary * 0.02;\n            } else {\n                return salary * 0.05;\n            }\n        } else if (person instanceof BusinessOwner) {\n            double profit = ((BusinessOwner) person).getProfit();\n            return profit * 0.1;\n        } else {\n          return 0;\n        }    \n    }""}"
