weightid,signature,structure,concepts,language,time,user_id,vote_id,code
11,2.0,1.0,1.0,1.0,2017-04-20 19:30:03.403652,4,6,"{""qId"":2,""reco"":{""rank"":3,""source"":1,""text"":""/**\n      Gets the final score for this student.\n      @return the sum of the scores, with the lowest score dropped if \n      there are at least two scores, or 0 if there are no scores.\n   */\npublic double finalScore() {\n    if (scoresSize == 0) {\n        return 0;\n    } else if (scoresSize == 1) {\n        return scores[0];\n    } else {\n        return sum() - minimum();\n    }\n}\n"",""rating"":2},""code"":""public double calculateTax(Person p){\n  //Find the class of the object\n  //Calculates the tax based on that person's occupation\n  if(p.class==\""Employee\""){\n    if(p.getSalary()<10000){\n      return p.getSalary()*0.02;\n    }else{\n      return p.getSalary()*0.05;\n    }\n  }else if(p.class==\""BusiessOwner\""){\n    return p.getProfit()*0.1;\n  }\n  return 0.0;\n}""}"
12,2.0,1.0,2.5,1.0,2017-04-20 19:31:22.107108,4,,"public double calculateTax(Person p){
  //getClass method
  //Calculates the tax based on that person's occupation
  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
13,2.0,1.0,2.5,3.0,2017-04-20 19:32:49.128758,4,,"public double calculateTax(Person p){
  //class method of Object class
  //Calculates the tax based on that person's occupation
  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
14,2.0,1.0,0.5,3.0,2017-04-20 19:32:51.469247,4,,"public double calculateTax(Person p){
  //class method of Object class
  //Calculates the tax based on that person's occupation
  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
15,0.0,1.0,0.5,3.0,2017-04-20 19:32:52.605564,4,,"public double calculateTax(Person p){
  //class method of Object class
  //Calculates the tax based on that person's occupation
  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
16,0.0,0.0,0.5,3.0,2017-04-20 19:32:53.732433,4,,"public double calculateTax(Person p){
  //class method of Object class
  //Calculates the tax based on that person's occupation
  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
17,0.0,0.0,0.0,3.0,2017-04-20 19:32:55.344885,4,,"public double calculateTax(Person p){
  //class method of Object class
  //Calculates the tax based on that person's occupation
  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
18,0.0,0.0,0.0,5.0,2017-04-20 19:33:59.845270,4,,"public double calculateTax(Person p){
  //Object class
  //Calculates the tax based on that person's occupation
  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
19,0.0,0.0,0.0,0.5,2017-04-20 19:36:01.153019,4,,"public double calculateTax(Person p){
  //getClass()

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
20,0.0,2.0,0.0,0.5,2017-04-20 19:36:04.389895,4,,"public double calculateTax(Person p){
  //getClass()

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
21,0.0,2.0,0.0,0.0,2017-04-20 19:36:07.356171,4,,"public double calculateTax(Person p){
  //getClass()

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
22,4.5,2.0,0.0,0.0,2017-04-20 19:36:08.868282,4,,"public double calculateTax(Person p){
  //getClass()

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
23,5.0,2.0,0.0,0.0,2017-04-20 19:36:09.702498,4,,"public double calculateTax(Person p){
  //getClass()

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
24,5.0,2.0,0.0,5.0,2017-04-20 19:39:08.516829,4,,"public double calculateTax(Person p){
  //get the class of the polymorphic object 

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
25,0.5,2.0,0.0,5.0,2017-04-20 19:39:09.575398,4,,"public double calculateTax(Person p){
  //get the class of the polymorphic object 

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
26,0.5,2.0,0.0,5.0,2017-04-20 19:39:11.455342,4,,"public double calculateTax(Person p){
  //get the class of the polymorphic object 

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
27,0.5,0.5,0.0,5.0,2017-04-20 19:39:23.904964,4,,"public double calculateTax(Person p){
  //get the class of the polymorphic object 

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
28,0.5,0.5,0.0,5.0,2017-04-20 19:39:24.591019,4,,"public double calculateTax(Person p){
  //get the class of the polymorphic object 

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
29,0.5,0.0,0.0,5.0,2017-04-20 19:39:25.648889,4,,"public double calculateTax(Person p){
  //get the class of the polymorphic object 

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
30,0.0,0.0,0.0,5.0,2017-04-20 19:39:26.392958,4,,"public double calculateTax(Person p){
  //get the class of the polymorphic object 

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
31,0.0,0.0,0.0,5.0,2017-04-20 19:40:51.973538,4,7,"{""qId"":2,""reco"":{""rank"":5,""source"":0,""text"":""@WorkInProgress\n@Task(description = \""Implement tax computations\"", targetDate = \""Jan 1, 2012\"", estimatedHours = 50, additionalNote = \""This implementation is critical for the final launch\"")\npublic static float ComputeTax(float amount, float rate) {\n    return 0;\n}\n"",""rating"":3},""code"":""public double calculateTax(Person p){\n  //function for calculating tax based on occupation \n\n  if(p.class==\""Employee\""){\n    if(p.getSalary()<10000){\n      return p.getSalary()*0.02;\n    }else{\n      return p.getSalary()*0.05;\n    }\n  }else if(p.class==\""BusiessOwner\""){\n    return p.getProfit()*0.1;\n  }\n  return 0.0;\n}""}"
32,0.0,0.0,0.0,5.0,2017-04-20 19:41:14.366613,4,8,"{""qId"":2,""reco"":{""rank"":4,""source"":0,""text"":""@WorkInProgress\n@Task(description = \""Implement tax computations\"", estimatedHours = 50, additionalNote = \""This implementation is critical for the final launch\"")\npublic static float ComputeTax(float amount, float rate) {\n    return 0;\n}\n"",""rating"":3},""code"":""public double calculateTax(Person p){\n  //function for calculating tax based on occupation \n\n  if(p.class==\""Employee\""){\n    if(p.getSalary()<10000){\n      return p.getSalary()*0.02;\n    }else{\n      return p.getSalary()*0.05;\n    }\n  }else if(p.class==\""BusiessOwner\""){\n    return p.getProfit()*0.1;\n  }\n  return 0.0;\n}""}"
33,0.0,0.0,1.5,5.0,2017-04-20 19:41:26.424607,4,,"public double calculateTax(Person p){
  //function for calculating tax based on occupation 

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
34,0.0,1.5,1.5,5.0,2017-04-20 19:41:42.358293,4,,"public double calculateTax(Person p){
  //function for calculating tax based on occupation 

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
35,1.5,1.5,1.5,5.0,2017-04-20 19:41:45.095787,4,,"public double calculateTax(Person p){
  //function for calculating tax based on occupation 

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
36,3.5,1.5,1.5,5.0,2017-04-20 19:41:50.532266,4,,"public double calculateTax(Person p){
  //function for calculating tax based on occupation 

  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
37,0.5,1.5,1.5,5.0,2017-04-20 19:46:51.842744,4,,"public double calculateTax(Person p){
  //function for calculating tax based on occupation 
//instanceOf method
  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
38,0.5,1.5,1.5,5.0,2017-04-20 19:46:52.516802,4,,"public double calculateTax(Person p){
  //function for calculating tax based on occupation 
//instanceOf method
  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
39,0.0,1.5,1.5,5.0,2017-04-20 19:46:53.358514,4,,"public double calculateTax(Person p){
  //function for calculating tax based on occupation 
//instanceOf method
  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
40,0.0,0.0,1.5,5.0,2017-04-20 19:46:54.459190,4,,"public double calculateTax(Person p){
  //function for calculating tax based on occupation 
//instanceOf method
  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
41,0.0,0.0,0.0,5.0,2017-04-20 19:46:55.360989,4,,"public double calculateTax(Person p){
  //function for calculating tax based on occupation 
//instanceOf method
  if(p.class==""Employee""){
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
42,0.0,0.0,0.0,5.0,2017-04-20 19:48:50.654828,4,9,"{""qId"":2,""reco"":{""rank"":5,""source"":0,""text"":""@WorkInProgress\n@Task(description = \""Implement tax computations\"", estimatedHours = 50, additionalNote = \""This implementation is critical for the final launch\"")\npublic static float ComputeTax(float amount, float rate) {\n    return 0;\n}\n"",""rating"":3},""code"":""public double calculateTax(Person p){\n  //instance Of method\n  if(p.class==\""Employee\""){\n    if(p.getSalary()<10000){\n      return p.getSalary()*0.02;\n    }else{\n      return p.getSalary()*0.05;\n    }\n  }else if(p.class==\""BusiessOwner\""){\n    return p.getProfit()*0.1;\n  }\n  return 0.0;\n}""}"
43,0.0,0.0,0.0,5.0,2017-04-20 19:51:00.584833,4,10,"{""qId"":2,""reco"":{""rank"":4,""source"":0,""text"":""@WorkInProgress\n@Task(description = \""Implement tax computations\"", targetDate = \""Jan 1, 2012\"", estimatedHours = 50, additionalNote = \""This implementation is critical for the final launch\"")\npublic static float ComputeTax(float amount, float rate) {\n    return 0;\n}\n"",""rating"":3},""code"":""public double calculateTax(Person p){\n  //instance Of method\n  if(p instanceof Employee){\n    Employee e = (Employee)p\n    if(p.getSalary()<10000){\n      return p.getSalary()*0.02;\n    }else{\n      return p.getSalary()*0.05;\n    }\n  }else if(p.class==\""BusiessOwner\""){\n    return p.getProfit()*0.1;\n  }\n  return 0.0;\n}""}"
44,0.0,0.0,1.0,5.0,2017-04-20 19:51:09.844064,4,,"public double calculateTax(Person p){
  //instance Of method
  if(p instanceof Employee){
    Employee e = (Employee)p
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
45,0.0,0.0,2.0,5.0,2017-04-20 19:51:10.122304,4,,"public double calculateTax(Person p){
  //instance Of method
  if(p instanceof Employee){
    Employee e = (Employee)p
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
46,1.5,0.0,2.0,5.0,2017-04-20 19:51:35.370791,4,,"public double calculateTax(Person p){
  //instance Of method
  if(p instanceof Employee){
    Employee e = (Employee)p
    if(p.getSalary()<10000){
      return p.getSalary()*0.02;
    }else{
      return p.getSalary()*0.05;
    }
  }else if(p.class==""BusiessOwner""){
    return p.getProfit()*0.1;
  }
  return 0.0;
}"
47,0.5,0.0,2.0,5.0,2017-04-20 19:53:37.951838,4,,"public double calculateTax(Person p){
  //instance Of method
  boolean flag = p instanceof Employee;
  /*if(p instanceof Employee){
    Employee e = (Employee)p
    if(e.getSalary()<10000){
      return e.getSalary()*0.02;
    }else{
      return e.getSalary()*0.05;
    }
  }else if(p instanceof BusinessOwner){
    BusinessOwner b = new BusinessOwner();
    return p.getProfit()*0.1;
  }
  return 0.0;
  */
}"
48,0.0,0.0,2.0,5.0,2017-04-20 19:53:39.166856,4,,"public double calculateTax(Person p){
  //instance Of method
  boolean flag = p instanceof Employee;
  /*if(p instanceof Employee){
    Employee e = (Employee)p
    if(e.getSalary()<10000){
      return e.getSalary()*0.02;
    }else{
      return e.getSalary()*0.05;
    }
  }else if(p instanceof BusinessOwner){
    BusinessOwner b = new BusinessOwner();
    return p.getProfit()*0.1;
  }
  return 0.0;
  */
}"
49,0.0,3.5,2.0,5.0,2017-04-20 19:53:44.872544,4,,"public double calculateTax(Person p){
  //instance Of method
  boolean flag = p instanceof Employee;
  /*if(p instanceof Employee){
    Employee e = (Employee)p
    if(e.getSalary()<10000){
      return e.getSalary()*0.02;
    }else{
      return e.getSalary()*0.05;
    }
  }else if(p instanceof BusinessOwner){
    BusinessOwner b = new BusinessOwner();
    return p.getProfit()*0.1;
  }
  return 0.0;
  */
}"
50,0.0,3.5,0.0,5.0,2017-04-20 19:53:46.025018,4,,"public double calculateTax(Person p){
  //instance Of method
  boolean flag = p instanceof Employee;
  /*if(p instanceof Employee){
    Employee e = (Employee)p
    if(e.getSalary()<10000){
      return e.getSalary()*0.02;
    }else{
      return e.getSalary()*0.05;
    }
  }else if(p instanceof BusinessOwner){
    BusinessOwner b = new BusinessOwner();
    return p.getProfit()*0.1;
  }
  return 0.0;
  */
}"
51,0.0,3.5,0.0,0.0,2017-04-20 19:53:47.367665,4,,"public double calculateTax(Person p){
  //instance Of method
  boolean flag = p instanceof Employee;
  /*if(p instanceof Employee){
    Employee e = (Employee)p
    if(e.getSalary()<10000){
      return e.getSalary()*0.02;
    }else{
      return e.getSalary()*0.05;
    }
  }else if(p instanceof BusinessOwner){
    BusinessOwner b = new BusinessOwner();
    return p.getProfit()*0.1;
  }
  return 0.0;
  */
}"
52,0.0,3.5,0.0,0.0,2017-04-20 19:56:31.756915,4,11,"{""qId"":2,""reco"":{""rank"":4,""source"":1,""text"":""public void actionPerformed(ActionEvent evt) {\n    // This method will be called when the user changes the state of either\n    // the JCheckBox or of the JCheckBoxMenuItem.  It sets the text of the\n    // message according to the value of the action's SELECTED _KEY property.\n    // Note that a property value is actually an Object.  For a boolean\n    // property value, the wrapper class Boolean is used.  Since the\n    // return type of message.getValue() is Object, it has to be type-cast\n    // to Boolean to use the value as a boolean value.\n    boolean useHello = (Boolean) messageAction.getValue(Action.SELECTED_KEY);\n    if (useHello)\n        message.setText(\""HELLO\"");\n    else\n        message.setText(\""GOODBYE\"");\n}\n"",""rating"":3},""code"":""public double calculateTax(Person p){\n  //instance Of method\n  \n  if(p instanceof Employee){\n    Employee e = (Employee)p\n    if(e.getSalary()<10000){\n      return e.getSalary()*0.02;\n    }else{\n      return e.getSalary()*0.05;\n    }\n  }else if(p instanceof BusinessOwner){\n    BusinessOwner b = (BusinessOwner)p;\n    return b.getProfit()*0.1;\n  }\n  return 0.0;\n}""}"
53,0.0,3.5,0.0,0.0,2017-04-20 19:56:33.770989,4,12,"{""qId"":2,""reco"":{""rank"":4,""source"":0,""text"":""/**\n      Constructs a manager with a given name, annual salary and weekly bonus.\n      @param name the name of this employee\n      @param salary the annual salary\n      @param bonus the weekly bonus\n    */\npublic Manager(String name, double salary, double bonus) {\n    super(name, salary);\n    weeklyBonus = bonus;\n}\n"",""rating"":1},""code"":""public double calculateTax(Person p){\n  //instance Of method\n  \n  if(p instanceof Employee){\n    Employee e = (Employee)p\n    if(e.getSalary()<10000){\n      return e.getSalary()*0.02;\n    }else{\n      return e.getSalary()*0.05;\n    }\n  }else if(p instanceof BusinessOwner){\n    BusinessOwner b = (BusinessOwner)p;\n    return b.getProfit()*0.1;\n  }\n  return 0.0;\n}""}"
54,0.0,3.5,0.0,0.0,2017-04-20 19:56:37.924609,4,13,"{""qId"":2,""reco"":{""rank"":1,""source"":0,""text"":""/**\n      Gets the name of this employee.\n      @return the name \n   */\npublic String getName() {\n    return name;\n}\n"",""rating"":1},""code"":""public double calculateTax(Person p){\n  //instance Of method\n  \n  if(p instanceof Employee){\n    Employee e = (Employee)p\n    if(e.getSalary()<10000){\n      return e.getSalary()*0.02;\n    }else{\n      return e.getSalary()*0.05;\n    }\n  }else if(p instanceof BusinessOwner){\n    BusinessOwner b = (BusinessOwner)p;\n    return b.getProfit()*0.1;\n  }\n  return 0.0;\n}""}"
55,0.0,3.5,0.0,0.0,2017-04-20 19:56:38.724726,4,14,"{""qId"":2,""reco"":{""rank"":2,""source"":0,""text"":""/**\n      Constructs a salaried employee with a given name and annual salary.\n      @param name the name of this employee\n      @param salary the annual salary\n    */\npublic SalariedEmployee(String name, double salary) {\n    setName(name);\n    annualSalary = salary;\n}\n"",""rating"":1},""code"":""public double calculateTax(Person p){\n  //instance Of method\n  \n  if(p instanceof Employee){\n    Employee e = (Employee)p\n    if(e.getSalary()<10000){\n      return e.getSalary()*0.02;\n    }else{\n      return e.getSalary()*0.05;\n    }\n  }else if(p instanceof BusinessOwner){\n    BusinessOwner b = (BusinessOwner)p;\n    return b.getProfit()*0.1;\n  }\n  return 0.0;\n}""}"
56,0.0,3.5,0.0,0.0,2017-04-20 19:56:44.151842,4,15,"{""qId"":2,""reco"":{""rank"":2,""source"":1,""text"":""public static void main(String[] args) {\n    gamesPlayed = 0;\n    // This is actually redundant, since 0 is \n    gamesWon = 0;\n    //                 the default initial value.\n    System.out.println(\""Let's play a game.  I'll pick a number between\"");\n    System.out.println(\""1 and 100, and you try to guess it.\"");\n    boolean playAgain;\n    do {\n        // call subroutine to play one game\n        playGame();\n        System.out.print(\""Would you like to play again? \"");\n        playAgain = TextIO.getlnBoolean();\n    } while (playAgain);\n    System.out.println();\n    System.out.println(\""You played \"" + gamesPlayed + \"" games,\"");\n    System.out.println(\""and you won \"" + gamesWon + \"" of those games.\"");\n    System.out.println(\""Thanks for playing.  Goodbye.\"");\n}\n"",""rating"":1},""code"":""public double calculateTax(Person p){\n  //instance Of method\n  \n  if(p instanceof Employee){\n    Employee e = (Employee)p\n    if(e.getSalary()<10000){\n      return e.getSalary()*0.02;\n    }else{\n      return e.getSalary()*0.05;\n    }\n  }else if(p instanceof BusinessOwner){\n    BusinessOwner b = (BusinessOwner)p;\n    return b.getProfit()*0.1;\n  }\n  return 0.0;\n}""}"
57,1.0,0.0,1.0,1.0,2017-04-20 19:58:05.961039,4,,"public int getMaxDifference(int input[]){

}"
58,1.0,0.0,0.0,1.0,2017-04-20 19:58:06.873218,4,,"public int getMaxDifference(int input[]){

}"
59,1.0,0.0,0.0,0.0,2017-04-20 19:58:07.865443,4,,"public int getMaxDifference(int input[]){

}"
60,1.0,0.0,0.0,0.0,2017-04-20 19:58:43.888390,4,16,"{""qId"":1,""reco"":{""rank"":3,""source"":0,""text"":""public static <E extends Comparable<E>> E max(E[] a) {\n    E largest = a[0];\n    for (int i = 1; i < a.length; i++) {\n        if (a[i].compareTo(largest) > 0) {\n            largest = a[i];\n        }\n    }\n    return largest;\n}\n"",""rating"":3},""code"":""public int getMaxDifference(int input[]){\n\n}""}"
61,1.0,0.0,0.0,3.0,2017-04-20 19:59:34.165683,4,,"public int getMaxDifference(int input[]){
//function to calculate maximum difference in array
}"
62,1.0,0.0,0.0,3.0,2017-04-20 19:59:57.526941,4,17,"{""qId"":1,""reco"":{""rank"":3,""source"":1,""text"":""/**\n      Computes the largest value of an array.\n      @param a the array\n      @return the largest value in a\n   */\npublic static int max(int[] values) {\n    int largest = values[0];\n    for (int i = 1; i < values.length; i++) {\n        if (values[i] > largest) {\n            largest = values[i];\n        }\n    }\n    return largest;\n}\n"",""rating"":3},""code"":""public int getMaxDifference(int input[]){\n//function to calculate maximum difference in array\n}""}"
63,1.0,0.0,0.0,3.0,2017-04-20 20:00:21.877524,4,18,"{""qId"":1,""reco"":{""rank"":2,""source"":0,""text"":""public static void main(String args[]) {\n    int m = 10, n = 20, max;\n    max = (m > n) ? m : n;\n    System.out.println(\""max of \"" + m + \"" and \"" + n + \"": \"" + max);\n    n = 5;\n    max = (m > n) ? m : n;\n    System.out.println(\""max of \"" + m + \"" and \"" + n + \"": \"" + max);\n}\n"",""rating"":3},""code"":""public int getMaxDifference(int input[]){\n//function to calculate maximum difference in array\n}""}"
64,1.0,0.0,0.0,4.0,2017-04-20 20:01:30.130790,4,,"public int getMaxDifference(int input[]){
// gets the minimum vaue from array
}"
65,1.0,0.0,0.0,5.0,2017-04-20 20:01:35.037450,4,,"public int getMaxDifference(int input[]){
// gets the minimum vaue from array
}"
66,0.0,0.0,0.0,5.0,2017-04-20 20:02:33.377672,4,,"public int getMaxDifference(int input[]){
// difference of maximum and minimum of the array
}"
67,0.0,0.0,0.0,1.0,2017-04-20 20:19:32.117947,4,,"public int getDifferenceInArray(int input[]){
// difference of maximum and minimum of the array
  
}"
