voteid,question,source,rank,rating,time,user_id,code
32,1,0,1,2,2017-04-21 05:36:13.755191,5,"int largestDifference(int[] a) {
  int largest=INTEGER.Minimum;
  int smallest = INTEGER.Maximum;
  for(int i=0; i<a.length; i++) {
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
  }
  return largest - smallest;
}"
33,1,0,1,2,2017-04-21 05:37:03.414243,5,"int largestDifference(int[] a) {
  int largest=INTEGER.Minimum;
  int smallest = INTEGER.Maximum;
  for(int i=0; i<a.length; i++) {
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
  }
  return largest - smallest;
}"
34,1,0,2,2,2017-04-21 05:37:28.960394,5,"int largestDifference(int[] a) {
  //Returns the largest difference
  int largest=INTEGER.Minimum;
  int smallest = INTEGER.Maximum;
  for(int i=0; i<a.length; i++) {
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
  }
  return largest - smallest;
}"
35,1,0,1,2,2017-04-21 05:37:40.032084,5,"int largestDifference(int[] a) {
  //Returns the largest difference
  int largest=INTEGER.Minimum;
  int smallest = INTEGER.Maximum;
  for(int i=0; i<a.length; i++) {
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
  }
  return largest - smallest;
}"
36,1,1,5,2,2017-04-21 05:37:45.651763,5,"int largestDifference(int[] a) {
  //Returns the largest difference
  int largest=INTEGER.Minimum;
  int smallest = INTEGER.Maximum;
  for(int i=0; i<a.length; i++) {
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
  }
  return largest - smallest;
}"
37,1,0,1,2,2017-04-21 05:38:02.968604,5,"int largestDifference(int[] a) {
  //Returns the largest difference
  //Takes an int array as input
  int largest=INTEGER.Minimum;
  int smallest = INTEGER.Maximum;
  for(int i=0; i<a.length; i++) {
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
  }
  return largest - smallest;
}"
38,1,0,4,2,2017-04-21 05:38:15.505599,5,"int largestDifference(int[] a) {
  //Returns the largest difference
  //Takes an int array as input
  int largest=INTEGER.Minimum;
  int smallest = INTEGER.Maximum;
  for(int i=0; i<a.length; i++) {
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
  }
  return largest - smallest;
}"
39,1,0,3,2,2017-04-21 05:38:23.613741,5,"int largestDifference(int[] a) {
  //Returns the largest difference
  //Takes an int array as input
  int largest=INTEGER.Minimum;
  int smallest = INTEGER.Maximum;
  for(int i=0; i<a.length; i++) {
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
  }
  return largest - smallest;
}"
40,2,0,5,1,2017-04-21 05:40:57.578796,5,"int getTax(Person person) {
  if(person instanceof Employee) {
    Employee e = (Employee) Person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
}"
41,2,0,5,1,2017-04-21 05:41:22.545897,5,"int getTax(Person person) {
  //Finds the tax for a person
  if(person instanceof Employee) {
    Employee e = (Employee) Person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
}"
42,2,0,4,1,2017-04-21 05:42:03.476465,5,"int getTax(Person person) {
  //Returns the tax for a person
  //Takes a Person class as input
  if(person instanceof Employee) {
    Employee e = (Employee) Person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
}"
43,2,1,3,1,2017-04-21 05:43:28.888441,5,"int getTax(Person person) {
  //Returns the tax for a person
  //Takes a Person class as input
  if(person instanceof Employee) {
    Employee e = (Employee) person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
  
  if(person instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) person;
    return b.getProfit() * 0.10;
  }
  
  if(person instanceof Veteran) {
    return 0;
  }
}"
44,2,0,5,1,2017-04-21 05:43:33.420405,5,"int getTax(Person person) {
  //Returns the tax for a person
  //Takes a Person class as input
  if(person instanceof Employee) {
    Employee e = (Employee) person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
  
  if(person instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) person;
    return b.getProfit() * 0.10;
  }
  
  if(person instanceof Veteran) {
    return 0;
  }
}"
45,2,0,4,1,2017-04-21 05:43:35.790760,5,"int getTax(Person person) {
  //Returns the tax for a person
  //Takes a Person class as input
  if(person instanceof Employee) {
    Employee e = (Employee) person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
  
  if(person instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) person;
    return b.getProfit() * 0.10;
  }
  
  if(person instanceof Veteran) {
    return 0;
  }
}"
46,2,0,5,1,2017-04-21 05:43:55.519891,5,"int getTax(Person person) {
  //Returns the tax for a person
  //Takes a Person class as input
  if(person instanceof Employee) {
    Employee e = (Employee) person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
  
  if(person instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) person;
    return b.getProfit() * 0.10;
  }
  
  if(person instanceof Veteran) {
    return 0;
  }
}"
47,2,0,4,1,2017-04-21 05:43:56.246198,5,"int getTax(Person person) {
  //Returns the tax for a person
  //Takes a Person class as input
  if(person instanceof Employee) {
    Employee e = (Employee) person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
  
  if(person instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) person;
    return b.getProfit() * 0.10;
  }
  
  if(person instanceof Veteran) {
    return 0;
  }
}"
48,2,0,5,1,2017-04-21 05:44:08.423439,5,"int getTax(Person person) {
  //Returns the tax for a person
  //Takes a Person class as input
  if(person instanceof Employee) {
    Employee e = (Employee) person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
  
  if(person instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) person;
    return b.getProfit() * 0.10;
  }
  
  if(person instanceof Veteran) {
    return 0;
  }
}"
49,2,0,4,1,2017-04-21 05:44:18.015765,5,"int getTax(Person person) {
  //Returns the tax for a person
  //Takes a Person class as input
  if(person instanceof Employee) {
    Employee e = (Employee) person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
  
  if(person instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) person;
    return b.getProfit() * 0.10;
  }
  
  if(person instanceof Veteran) {
    return 0;
  }
}"
50,2,0,5,1,2017-04-21 05:44:29.560621,5,"int getTax(Person person) {
  //Returns the tax for a person
  //Takes a Person class as input
  if(person instanceof Employee) {
    Employee e = (Employee) person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
  
  if(person instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) person;
    return b.getProfit() * 0.10;
  }
  
  if(person instanceof Veteran) {
    return 0;
  }
}"
51,2,0,4,1,2017-04-21 05:44:35.926452,5,"int getTax(Person person) {
  //Returns the tax for a person
  //Takes a Person class as input
  if(person instanceof Employee) {
    Employee e = (Employee) person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
  
  if(person instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) person;
    return b.getProfit() * 0.10;
  }
  
  if(person instanceof Veteran) {
    return 0;
  }
}"
52,2,0,5,1,2017-04-21 05:44:48.497189,5,"int getTax(Person person) {
  //Returns the tax for a person
  //Takes a Person class as input
  if(person instanceof Employee) {
    Employee e = (Employee) person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
  
  if(person instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) person;
    return b.getProfit() * 0.10;
  }
  
  if(person instanceof Veteran) {
    return 0;
  }
}"
53,2,0,4,1,2017-04-21 05:44:49.265037,5,"int getTax(Person person) {
  //Returns the tax for a person
  //Takes a Person class as input
  if(person instanceof Employee) {
    Employee e = (Employee) person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
  
  if(person instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) person;
    return b.getProfit() * 0.10;
  }
  
  if(person instanceof Veteran) {
    return 0;
  }
}"
54,2,1,1,1,2017-04-21 05:45:08.763346,5,"int getTax(Person person) {
  //Returns the tax for a person
  //Takes a Person class as input
  if(person instanceof Employee) {
    Employee e = (Employee) person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
  
  if(person instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) person;
    return b.getProfit() * 0.10;
  }
  
  if(person instanceof Veteran) {
    return 0;
  }
}"
55,2,0,4,1,2017-04-21 05:45:11.278947,5,"int getTax(Person person) {
  //Returns the tax for a person
  //Takes a Person class as input
  if(person instanceof Employee) {
    Employee e = (Employee) person;
    if(e.getSalary() < 10000) {
      return e.getSalary() * .02;
    }
    else {
      return e.getSalary() * 0.05;
    }
  }
  
  if(person instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) person;
    return b.getProfit() * 0.10;
  }
  
  if(person instanceof Veteran) {
    return 0;
  }
}"
56,1,1,4,1,2017-04-21 07:02:35.389751,7,"int largestDifference(int[] input) {
  
}"
57,1,1,2,1,2017-04-21 07:02:36.320323,7,"int largestDifference(int[] input) {
  
}"
58,1,0,2,3,2017-04-21 07:02:44.433826,7,"int largestDifference(int[] input) {
  
}"
59,1,0,5,1,2017-04-21 07:02:55.621169,7,"int largestDifference(int[] input) {
  
}"
60,1,1,3,1,2017-04-21 07:02:56.621470,7,"int largestDifference(int[] input) {
  
}"
61,1,0,1,2,2017-04-21 07:05:05.482894,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i + 1; j < input.length; j++) {
        if (Math.abs(input[i]-input[j]) > largest) {
            largest = Math.abs(input[i]-input[j]);
        }
    	}
    }
  return largest;
}"
62,1,0,3,1,2017-04-21 07:05:07.652467,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i + 1; j < input.length; j++) {
        if (Math.abs(input[i]-input[j]) > largest) {
            largest = Math.abs(input[i]-input[j]);
        }
    	}
    }
  return largest;
}"
63,1,1,3,2,2017-04-21 07:05:16.336766,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i + 1; j < input.length; j++) {
        if (Math.abs(input[i]-input[j]) > largest) {
            largest = Math.abs(input[i]-input[j]);
        }
    	}
    }
  return largest;
}"
64,1,1,4,2,2017-04-21 07:05:31.119223,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i + 1; j < input.length; j++) {
        if (Math.abs(input[i]-input[j]) > largest) {
            largest = Math.abs(input[i]-input[j]);
        }
    	}
    }
  return largest;
}"
65,1,0,2,1,2017-04-21 07:05:34.478320,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i + 1; j < input.length; j++) {
        if (Math.abs(input[i]-input[j]) > largest) {
            largest = Math.abs(input[i]-input[j]);
        }
    	}
    }
  return largest;
}"
66,1,1,3,2,2017-04-21 07:05:36.490037,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i + 1; j < input.length; j++) {
        if (Math.abs(input[i]-input[j]) > largest) {
            largest = Math.abs(input[i]-input[j]);
        }
    	}
    }
  return largest;
}"
67,1,1,2,1,2017-04-21 07:05:54.956318,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i + 1; j < input.length; j++) {
        if (Math.abs(input[i]-input[j]) > largest) {
            largest = Math.abs(input[i]-input[j]);
        }
    	}
    }
  return largest;
}"
68,1,1,5,2,2017-04-21 07:06:00.833798,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i + 1; j < input.length; j++) {
        if (Math.abs(input[i]-input[j]) > largest) {
            largest = Math.abs(input[i]-input[j]);
        }
    	}
    }
  return largest;
}"
69,1,0,3,1,2017-04-21 07:07:15.418144,7,"int largestDifference(int[] input) {
  
}"
70,1,1,4,1,2017-04-21 07:07:17.656411,7,"int largestDifference(int[] input) {
  
}"
71,1,0,2,3,2017-04-21 07:07:21.545102,7,"int largestDifference(int[] input) {
  
}"
72,1,1,5,2,2017-04-21 07:09:03.909843,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i+1; j < input.length; j++) {
      if (Math.abs(input[i]-input[j]) > largest) {
          largest = Math.abs(input[i]-input[j]);
      }
    }
  }
    return largest;
}"
73,1,1,4,1,2017-04-21 07:09:05.375274,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i+1; j < input.length; j++) {
      if (Math.abs(input[i]-input[j]) > largest) {
          largest = Math.abs(input[i]-input[j]);
      }
    }
  }
    return largest;
}"
74,1,0,2,1,2017-04-21 07:09:07.043565,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i+1; j < input.length; j++) {
      if (Math.abs(input[i]-input[j]) > largest) {
          largest = Math.abs(input[i]-input[j]);
      }
    }
  }
    return largest;
}"
75,1,1,2,2,2017-04-21 07:09:09.893211,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i+1; j < input.length; j++) {
      if (Math.abs(input[i]-input[j]) > largest) {
          largest = Math.abs(input[i]-input[j]);
      }
    }
  }
    return largest;
}"
76,1,1,3,1,2017-04-21 07:09:15.181619,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i+1; j < input.length; j++) {
      if (Math.abs(input[i]-input[j]) > largest) {
          largest = Math.abs(input[i]-input[j]);
      }
    }
  }
    return largest;
}"
77,1,0,4,2,2017-04-21 07:09:18.823502,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i+1; j < input.length; j++) {
      if (Math.abs(input[i]-input[j]) > largest) {
          largest = Math.abs(input[i]-input[j]);
      }
    }
  }
    return largest;
}"
78,1,0,1,2,2017-04-21 07:09:21.748198,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i+1; j < input.length; j++) {
      if (Math.abs(input[i]-input[j]) > largest) {
          largest = Math.abs(input[i]-input[j]);
      }
    }
  }
    return largest;
}"
79,1,0,3,1,2017-04-21 07:09:25.750587,7,"int largestDifference(int[] input) {
  int largest = 0;
  for (int i = 1; i < input.length; i++) {
    for(int j = i+1; j < input.length; j++) {
      if (Math.abs(input[i]-input[j]) > largest) {
          largest = Math.abs(input[i]-input[j]);
      }
    }
  }
    return largest;
}"
80,2,0,4,2,2017-04-21 07:11:16.097605,7,"public double getTax(Person person) {
  
}"
81,2,0,2,1,2017-04-21 07:11:20.172245,7,"public double getTax(Person person) {
  
}"
82,2,0,2,2,2017-04-21 07:11:31.976343,7,"public double getTax(Person person) {
  
}"
83,2,0,3,2,2017-04-21 07:11:35.552299,7,"public double getTax(Person person) {
  
}"
84,2,1,5,1,2017-04-21 07:12:24.037710,7,"public double getTax(Person person) {
  if(person instanceof Veteran) {
    return 0;
  }
  if(person instanceof BusinessOwner) {
    
  }
}"
85,2,0,2,1,2017-04-21 07:12:35.103710,7,"public double getTax(Person person) {
  if(person instanceof Veteran) {
    return 0;
  }
  if(person instanceof BusinessOwner) {
    
  }
}"
86,2,0,5,1,2017-04-21 07:12:36.426466,7,"public double getTax(Person person) {
  if(person instanceof Veteran) {
    return 0;
  }
  if(person instanceof BusinessOwner) {
    
  }
}"
87,2,0,3,1,2017-04-21 07:12:37.227712,7,"public double getTax(Person person) {
  if(person instanceof Veteran) {
    return 0;
  }
  if(person instanceof BusinessOwner) {
    
  }
}"
88,2,0,4,1,2017-04-21 07:12:40.728112,7,"public double getTax(Person person) {
  if(person instanceof Veteran) {
    return 0;
  }
  if(person instanceof BusinessOwner) {
    
  }
}"
89,2,1,4,3,2017-04-21 07:12:45.720728,7,"public double getTax(Person person) {
  if(person instanceof Veteran) {
    return 0;
  }
  if(person instanceof BusinessOwner) {
    
  }
}"
90,2,1,1,1,2017-04-21 07:12:49.077282,7,"public double getTax(Person person) {
  if(person instanceof Veteran) {
    return 0;
  }
  if(person instanceof BusinessOwner) {
    
  }
}"
91,2,0,1,1,2017-04-21 07:12:54.044701,7,"public double getTax(Person person) {
  if(person instanceof Veteran) {
    return 0;
  }
  if(person instanceof BusinessOwner) {
    
  }
}"
92,2,1,5,1,2017-04-21 07:12:55.080752,7,"public double getTax(Person person) {
  if(person instanceof Veteran) {
    return 0;
  }
  if(person instanceof BusinessOwner) {
    
  }
}"
93,2,1,3,1,2017-04-21 07:12:56.690915,7,"public double getTax(Person person) {
  if(person instanceof Veteran) {
    return 0;
  }
  if(person instanceof BusinessOwner) {
    
  }
}"
94,2,1,3,2,2017-04-21 07:13:13.799461,7,"public double getTax(Person person) {
  if(person instanceof Veteran) {
    return 0;
  }
  if(person instanceof BusinessOwner) {
    
  }
}"
95,2,1,4,1,2017-04-21 07:13:18.409211,7,"public double getTax(Person person) {
  if(person instanceof Veteran) {
    return 0;
  }
  if(person instanceof BusinessOwner) {
    
  }
}"
96,1,0,2,2,2017-04-21 07:22:46.278593,9,"int largestDifference(int [] a) {
  
}"
97,1,1,5,3,2017-04-21 07:26:45.169011,9,"/**
* Find the largest diffence between the elements in the array.
* This means finding the min and the max element and subtracting the min from the max.
*/
int largestDifference(int [] values) {
  int largest = a[0];
  int smallest = a[0];
  for (int i = 1; i < values.length; i++){
    
  }
  
}"
98,1,1,4,2,2017-04-21 07:28:27.689625,9,"/**
* Find the largest diffence between the elements in the array.
* This means finding the min and the max element and subtracting the min from the max.
*/
int largestDifference(int [] values) {
  int largest = a[0];
  int smallest = a[0];
  for (int i = 1; i < values.length; i++){
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
    
  }
  
}"
